rule_id,coordinate,definition,threshold,primary,iou,metric,candidate_a,candidate_b,point_a,point_b,point_difference
absolute_geometric_mean_side,absolute,geometric_mean_side,20.149441679609886,False,0.25,f1_at_025,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.8985541135663899,0.8730024585125998,0.02555165505379009
absolute_geometric_mean_side,absolute,geometric_mean_side,20.149441679609886,False,0.25,max_f1,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.9054004780618239,0.8875923130278673,0.017808165033956547
absolute_geometric_mean_side,absolute,geometric_mean_side,20.149441679609886,False,0.25,ap,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.9491270606068801,0.9408175074775222,0.008309553129357883
absolute_geometric_mean_side,absolute,geometric_mean_side,20.149441679609886,False,0.5,f1_at_025,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.8871118739272897,0.8619748625898451,0.025137011337444615
absolute_geometric_mean_side,absolute,geometric_mean_side,20.149441679609886,False,0.5,max_f1,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.8972263496780585,0.8810831202582051,0.016143229419853355
absolute_geometric_mean_side,absolute,geometric_mean_side,20.149441679609886,False,0.5,ap,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.9293259067373935,0.9268209788919477,0.002504927845445759
absolute_max_side,absolute,max_side,24.0,True,0.25,f1_at_025,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.8926558095834638,0.8697195324254465,0.02293627715801727
absolute_max_side,absolute,max_side,24.0,True,0.25,max_f1,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.897940876656473,0.8816118839509213,0.01632899270555177
absolute_max_side,absolute,max_side,24.0,True,0.25,ap,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.945277294900225,0.9371605587130423,0.008116736187182783
absolute_max_side,absolute,max_side,24.0,True,0.5,f1_at_025,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.8799028251244073,0.8577053736874614,0.02219745143694596
absolute_max_side,absolute,max_side,24.0,True,0.5,max_f1,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.8885933928942448,0.8744816259494971,0.014111766944747695
absolute_max_side,absolute,max_side,24.0,True,0.5,ap,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.923065158163156,0.9217326077902102,0.0013325503729458843
absolute_minimum_side,absolute,minimum_side,17.0,False,0.25,f1_at_025,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.9030267977636399,0.8771823288295126,0.025844468934127285
absolute_minimum_side,absolute,minimum_side,17.0,False,0.25,max_f1,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.9110035598576057,0.8935924413087428,0.017411118548862903
absolute_minimum_side,absolute,minimum_side,17.0,False,0.25,ap,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.9514913690008127,0.944302046480983,0.007189322519829622
absolute_minimum_side,absolute,minimum_side,17.0,False,0.5,f1_at_025,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.892715129521677,0.8676520880039518,0.025063041517725204
absolute_minimum_side,absolute,minimum_side,17.0,False,0.5,max_f1,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.9029288362051408,0.8877508879160816,0.015177948289059162
absolute_minimum_side,absolute,minimum_side,17.0,False,0.5,ap,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.9331373269097913,0.9312183067187041,0.0019190201910872506
normalized_geometric_mean_side,normalized,geometric_mean_side,0.012187450538044615,False,0.25,f1_at_025,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.883201581027668,0.8668911335578002,0.01631044746986776
normalized_geometric_mean_side,normalized,geometric_mean_side,0.012187450538044615,False,0.25,max_f1,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.883201581027668,0.8729164595552904,0.01028512147237759
normalized_geometric_mean_side,normalized,geometric_mean_side,0.012187450538044615,False,0.25,ap,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.930969401897982,0.9318405868211002,-0.0008711849231181068
normalized_geometric_mean_side,normalized,geometric_mean_side,0.012187450538044615,False,0.5,f1_at_025,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.8664711890093236,0.8518542281534711,0.014616960855852512
normalized_geometric_mean_side,normalized,geometric_mean_side,0.012187450538044615,False,0.5,max_f1,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.8691025425155751,0.8632729757430817,0.005829566772493355
normalized_geometric_mean_side,normalized,geometric_mean_side,0.012187450538044615,False,0.5,ap,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.8985108830969213,0.9097865878580754,-0.011275704761154137
normalized_max_side,normalized,max_side,0.015,True,0.25,f1_at_025,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.8830775311244319,0.867309973391466,0.015767557732965898
normalized_max_side,normalized,max_side,0.015,True,0.25,max_f1,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.8830775311244319,0.873206772023987,0.009870759100444881
normalized_max_side,normalized,max_side,0.015,True,0.25,ap,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.9310173308108559,0.9314972493968029,-0.0004799185859469812
normalized_max_side,normalized,max_side,0.015,True,0.5,f1_at_025,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.8664426434736773,0.8523769808173478,0.01406566265632947
normalized_max_side,normalized,max_side,0.015,True,0.5,max_f1,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.8692167822749006,0.8638568208210944,0.005359961453806239
normalized_max_side,normalized,max_side,0.015,True,0.5,ap,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.8986028417223055,0.9096266332737558,-0.01102379155145028
normalized_minimum_side,normalized,minimum_side,0.009558823529411765,False,0.25,f1_at_025,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.8807851375303617,0.8662221229620649,0.014563014568296784
normalized_minimum_side,normalized,minimum_side,0.009558823529411765,False,0.25,max_f1,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.8807851375303617,0.8719538334707337,0.008831304059627954
normalized_minimum_side,normalized,minimum_side,0.009558823529411765,False,0.25,ap,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.9290484776626105,0.9315518372288998,-0.0025033595662893315
normalized_minimum_side,normalized,minimum_side,0.009558823529411765,False,0.5,f1_at_025,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.8638124630638913,0.8506862432173635,0.013126219846527731
normalized_minimum_side,normalized,minimum_side,0.009558823529411765,False,0.5,max_f1,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.8663377965703547,0.861864925525403,0.004472871044951754
normalized_minimum_side,normalized,minimum_side,0.009558823529411765,False,0.5,ap,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.89304003703941,0.908698602426133,-0.015658565386722945
